,script
2192,太白山天下索道，陪伴了我五年的地方，熟悉的站房，空气中弥漫着清新的味道#抗疫 @抖音小助手
2193,夸 #中国 #抗疫表现都不行？！ #推特疯狂关闭7万个账号！
2194,奉献爱心，从我做起，#公益#正能量 #抗疫#全民抗疫疫@抖音小助手
2195,奉献爱心，你我共行，#公益#正能量#抗疫#全民抗疫@抖音小助手
2196,奉献爱心，温暖人间，#公益#正能量#抗疫#全民抗疫@抖音小助手
2197,女儿是同学嘴上的苗大白，妈妈现在是战场上的娇大白，希望你今后在白色洁净的世界里，做一个对社会有用之人！#抗疫
2198,女子网购鸡蛋发现是武汉发货怒怼客服：你想毒死我 #抗疫
2199,女子被隔离坚持要喝矿泉水 与工作人员发生争执#抗疫
2200,女孩是护士，在抗疫中感染了病毒，在最后穿上了婚纱和爱人吻别 #新冠型病毒  #抗疫  #最美逆行  #护士
2201,她们不是天生的英雄，只是穿上白衣的凡人，在一切未知的情况下，她们最先用血肉之躯挡在看不见的病毒前…#抗疫
2202,她们也爱美，她们也舍不得那一头秀发，但和祖国比起来，她们选择了祖国#感动 #泪目 #抗疫 @央视一套 @新华社
2203,她们才是我们该追的“星”：向最美的逆行者致敬！ #陈薇#抗疫  #国之栋梁
2204,她很伟大#妈妈 #抗疫
2205,她是宜昌的儿媳妇，也是中国的白衣天使 #悦读家 #海峡新干线 #新冠肺炎 #抗疫
2206,她是我们的楼上，楼下，隔壁……炎热的天，闷热的衣服，干平时几倍的活，只为邻居们能及时吃到。致敬，最美邻居#抗疫
2207,她还那么小，却懂事的让人心疼！真实故事改编 #抗疫 #电视剧在一起
2208,她还那么小，却懂事的那么让人心疼 @抖音小助手  #我不怕她是我奶奶  #雷佳音  #电视剧在一起  #抗疫
2209,好#消息#孟女士#美国#大选#致敬 #抗疫 #东莞#松山湖 #做你的消防守护者 #英雄 #特有锋芒
2210,好一句不准回乡就地过年，切断了多少父母妻儿的期盼，为什么要让普通打工人扛下所有？保佑我们大河南平安无事#抗疫
2211,好久没听到敲门声了…#抗疫 @抖音小助手
2212,好习惯是开启成功的钥匙，坏习惯则是一扇向失败敞开的大门#习惯 #抗疫 #励志 @抖音小助手
2213,好兄弟你最爱的五粮液给你准备好了，等你凯旋归来～#武汉加油 #抗疫
2214,好想多摘些果子，送给亲人解放军。哪里有困难，哪里就有他们的身影。子弟兵，人民爱你们🙏#抗疫#抗洪#致敬人民子
2215,好棒的小伙，很勇敢，我们一起战胜病魔！#抗疫#肿瘤#白衣天使
2216,好消息一个接着一个，说明我们离全面胜利越来越近了！加油🇨🇳！#丹东 #抗疫 @抖音小助手
2217,好消息！#疫苗正在研发 #抗疫 @抖音小助手
2218,好消息！2月6日，铜川市收治的武汉9岁新型冠状病毒肺炎确诊患者治愈出院#抗疫 #抗疫一线
2219,好消息！咸阳市首个新型冠状病毒感染的肺炎患者出院！#新型冠状病毒 #抗疫
2220,好消息！！在河南进行的全球首个新冠灭活疫苗所有受试者全部产生抗体！#抗疫 #疫苗
2221,好消息，中央2台今早报道昨天天津滨海新区核酸检测03万全部阴性 感谢所有一线的医护人员、社工，志愿者#抗疫
2222,好消息，病例检出呈下降趋势！加油乌鲁木齐！#下降 #好消息#正能量 #加油 #新疆 #疫情全知道 #抗疫
2223,如今，你看到了黄冈的笑脸，我也看到了镜头里你的容颜，致敬英雄的你们#临沂#抗疫
2224,如何#在家拍#抗疫#大片？看大大是怎么做的，#技术get起来！ @抖音小助手
2225,如何正确的穿上一件防护服_完整版视频#防护服 #抗疫 #抖音小助手 #白衣天使 #致敬疫情前线最美逆行者
2226,如君所愿，我们一起摘下口罩，笑迎春暖花开！#春天你好 #孝感 #抗疫 #重庆
2227,如果你也留意，她依然我们身边！#梁小霞 #抗疫英雄 #广西抗疫英雄 #抗疫
2228,如果你刷此视频，你自觉做30个尽量标准的俯卧撑，好吗？如果没事儿的话。@⭕️老马 #抗疫 #训练 #健身达人
2229,如果你害怕做一件事，那么就去做。#画画 #油画#抗疫 #中国外运
2230,如果你睡了，我独自守着这夜，惟愿你安睡！ #夜班医生#抗疫@抖音小助手
2231,如果我知道上一次是吃最后一顿火锅，我就不喝那么多红乌苏了，我一定多撸几个串，已经忘记了火锅原来的味道了。#抗疫
2232,如果是你遇到这样的人 你会怎么办？ #正能量  #抗疫  #俊峰学长
2233,如果有人愿意用自己遛狗十分钟来换为大家服务一整天，有什么不妥！遛狗还能长在外面吗？欢迎来p#抗疫
2234,妈妈坚守#抗疫 一线 6岁哥哥开导弟弟“妈妈也不能因为你哭就回来鸭”
2235,妈妈是此次疫情的抗疫人员 我和爸爸只能远远的望着 希望伟大的妈妈早日归来 疫情也早日退散 沈阳加油#抗疫
2236,始于颜值，忠于人品！这是一场一辈子难忘的经历，也是人生路上的升华！不管做什么，要做最善良的那个人#抗疫
2237,威廉王子拟重返空中救护岗位，在一线支援#抗疫 ！
2238,婆婆故意隐瞒接触史，最后导致全家人被感染 #抗疫  #最美逆行者  #在一起
2239,婚礼或许会迟到，但祝福不会缺席！愿你们幸福美满！白头偕老！#抗疫 #白衣天使
2240,媒企同行，共抗疫情！#抗疫
2241,字不是最好看的，祝福是最真心的 #元宵节  #武汉加油  #抗疫  @抖音小助手
2242,孟定加油❤️双江第二批援助医疗队正在路上……💪🏻💪🏻💪🏻#孟定 #抗疫
2243,学个蛆爬都有几十万点赞，我们用命在扛，还没有0个赞👍么，鼓励的盆友们留下@抖音小助手 #坚持 #抗疫#朋友
2244,学校老师布置的作业，#抗疫 题材的画！大朋友小朋友们你每天都有认真洗手吗？#画画 #儿童画 #马克笔 @抖音小
2245,学校里有来自世界各地的留学生，猜猜是谁在发口罩？ #vlog日常 #留学 #抗疫
2246,孩子们通过稚嫩的童声，用自己的声音表达对英雄的敬佩，对祖国的热爱，诠释着成长的声音……#抗疫##我要上热门
2247,宁夏下发紧急通知：排查有这三地旅居史返宁人员#抗疫 #新冠肺炎疫情 #宁夏
2248,宁夏医疗队 人数785人 驰援武汉、襄阳！武汉这个过街天桥火了！#天桥 #抗疫#致敬英雄 @抖音小助手
2249,宁夏发布紧急通知！这些人速去做核酸检测！#抗疫 #核酸检测 @抖音小助手
2250,宁夏粉丝送给李兰娟院士的画像长啥样？#李兰娟院士 #抗疫 #宁夏入冬指南
2251,宁把自己灌醉，也不参加聚会。宁把自己灌倒，也不出去乱跑。😀😀😀#抗疫@抖音小助手
2252,宅在家里也要健身#封城后的市民生活 #抗疫 #隔离日记
2253,宅在家里快生霉了，今天带表妹出来房顶透透气，居家#抗疫 抗疫
2254,宅家整俩月 瓜宝宝快疯了！再发一遍会火？#阿拉斯加 #抗疫情宅家也是作贡献 #抗疫
2255,守一座城，为所有人！感谢逆行者，感谢市民朋友们！#新冠肺炎 #郫都区 #抗疫
2256,守护#抗疫 #新冠肺炎 #战胜疫情滁州在行动 #安徽 #滁州dou亭好 #滁州 #定远 #定远严桥 #定远人
2257,守护国门线上消防安全的“火焰蓝”#抗疫
2258,守护新疆 守护乌鲁木齐！相信国家 相信人民！一定会战胜疫情！加油！#新疆#新疆乌鲁木齐 #抗疫@抖音小助手
2259,守望相助！广西向文莱捐赠一批抗疫医疗物资#抗疫 #全球抗疫 #抗击疫情 @抖音小助手
2260,安徽全域～低风险！掌声在哪里👏👏👍#安徽 #抗疫
2261,安徽医科大学第一附属医院麻醉科主管护师闫同传，登机之前同武汉做最后的告别！#抗疫 @抖音小助手
2262,安徽省抗击新冠肺炎疫情表彰大会将于今天上午十时隆重举行 #致敬 #抗疫 #合肥
2263,安徽阜阳欢迎抗疫勇士们平安回家！#抗疫 #回家
2264,安心居家共同抗疫，新疆加油，乌鲁木齐加油！！！#抗疫#认识一下
2265,安阳交警以最高礼遇、最高标准、最高级别全力保障全市疫情防控英模表彰大会顺利召开。#抗疫 @河南交警
2266,安阳市援助武汉抗疫英雄、安阳市肿瘤医院董亦阳。向抗疫英雄致敬!#抗疫一线 #抗疫 #英雄 #林州 #安阳
2267,安顺援鄂医疗队凯旋！#鄂州 #抗疫
2268,完整版！0亿泪目的 #中国抗疫图鉴迎来“最美”结局 #中国加油  #抗疫
2269,宜家在挪威最终筹款2200w欧元！北欧人愿意承担高税收，因为他们拥有感恩生命的心。#感恩#难民#海外#抗疫
2270,宝贝今天采核酸了，多希望我是那个给你采核酸的人，至少可以看你一次，跟你说几句话#抗疫
2271,宝鸡援鄂医疗队赵洁：同胞有难，我必须去救他们，我不去谁去。#抗疫 #援鄂医疗队 #英雄
2272,实在无聊#口罩#抗疫
2273,实至名归！ #致敬英雄！请记住他们的名字，他们是 #抗疫战斗的国之脊梁！ #国家荣誉
2274,实至名归！钟南山获共和国勋章！#抗疫 @抖音小助手
2275,宣汉赴武汉抗疫英雄今天就要回家了，我们给出了最高礼遇，必须要有仪式感，让大家欣赏一下我们的彩排！#抗疫
2276,宣汉赴武汉的抗疫英雄，今天回家了，我们给出了最高礼遇，今晚全宣汉人民，欢迎你们#抗疫@抖音小助手
2277,室外30多度，一口气500ml水，一天500ml左右，不上厕所，衣服湿透如雨下，我在天山区，你在哪里？#抗疫
2278,宫颈癌前病变CIN2LEEP术后复查，来自丰台中高风险区的患者，做好防护最重要！#抗疫 @抖音小助手
2279,家中有肉！手中有粮！心中不慌！农业农村部发话#猪 #粮食 #农业 #抗疫 #春 #农村
2280,家乡定兴援石家庄医疗队出发，为你们点赞！请务必确保自身安全，家乡60万父老乡亲期待你们凯旋！#抗疫 #河北
2281,家人们为钟院士的精神点❤️#钟院士#钟南山#钟南山院士#钟老#抖音热门#贡献者#抗疫#爱国人士#真人真事文字版
2282,家人的支持是我们奋战在 #抗疫 一线的动力！
2283,家婆大概5天就給我們買一次菜和水果，大老遠送過來還不敢進來玩，她說疫情過後再玩。希望病毒快離開#抗疫 #婆婆
2284,宾阳人民以最高礼遇迎接抗疫英雄#广西支援武汉#抗疫#南宁宾阳#英雄凯旋归来#
2285,宿舍文化艺术节之舞蹈大赛教育系《生命的守护》🥇#抗疫 #艺术节 #舞蹈
2286,富源县公安局荣获云南省抗击新冠肺炎疫情先进集体#抗疫 #警民dou平安 #平安守护 @抖音小助手
2287,寒风中路边吃冷饭！#霍山 女交警坚守#抗疫 一线#安徽 #战胜疫dou行动
2288,对于江世娥而言，她其实不是什么天使、抗疫英雄，只是自己孩子的妈妈和丈夫的妻子#抗疫英雄 #抗疫 #亲情
2289,对偶尔出现的病例不要奇怪，该读书读书，该工作工作！#张文宏 #抗疫
2290,对喊乌鲁木齐加油的朋友们说声感谢！感谢抖音平台让我们相遇愿一切安好#抗疫 #茶人茶事#抖音创业#上热门#带货
2291,对疫区的乘务员好一点吧～居家不出门才能战胜病毒！他们都是小可怜🥺大连加油💪！#空姐 #抗疫
2292,封一座城，保一国人！ #抗疫剧在一起  #抗疫  #黄景瑜
2293,封一座城，护一国人，永远铭记英雄的湖北人民 #抗疫  #湖北
2294,封了这么久的河题路三大路口终于完全拆除。祝愿国泰民安！#我的城市由我拍 #抗疫@抖音小助手
2295,尊重人权，生命至上。#抗疫 #致敬 @抖音小助手
2296,小伙子刚做完核酸检测，结果他一转身…… #志愿者 #抗疫
2297,小区消毒的机智好办法， #科技点亮生活  #疫情  #抗疫  #消毒  #小区  #平衡车 #传递正能量
2298,小女孩画画为抗疫医疗队送行。一家人骑电动车追送几公里！这一幕真的好感人！#抗疫 #援鄂医疗队
2299,"小姐姐送上一杯暖暖的mojito,你喜欢吗？ #莫吉托  #正能量  #抗疫"
2300,小宝，这是你的妈妈，是位可爱的#英雄!  #抗疫 #致敬
2301,小朋友，你是不是有很多问号❓❓❓@抖音小助手 #抗疫 #新型冠状病毒 #英雄 #白衣天使加油 #骑士 #机车
2302,小汤山清零#抗疫 #小汤山
2303,小汤山清零！#抗疫
2304,小编也祝小公主生日快乐！#抗疫 #隔离 @抖音小助手
2305,小霞天使健康促进公益社成立，让#梁小霞的精神激励鞭策新时代护理大学生  #抗疫
2306,就凭我是中国人！#中国加油 #家庭教育#抗疫 @DOU+小助手
2307,就問你服不服😂#抗疫
2308,就想好好过个年，现在就这么难了吗！#新冠肺炎 #致敬医护人员 #抗疫
2309,就是这两个南充人（赵林 曾跃）赢得了国家荣誉#南充 #国家荣誉 #国家荣誉称号 #抗疫 @顺庆融媒 @顺庆宣传
2310,尴尬了：全世界只有四个地方认为美国的防疫工作比中国好...... #美国  #中国 #抗疫 #排名 @抖音小助
2311,尼泊尔陆路入境西藏，隔离中，政府安排的车子带我们去隔离酒店，给添麻烦了，回家真好！#回国#抗疫#生活#西藏
2312,居家抗疫凉皮做起来！ #抗疫  #新疆  #抗击疫情新疆在行动  @抖音小助手
2313,居家防疫情，健康我先行～#抗疫 #宅在家 #健康
2314,居然没斗过他们_等两天我一定想个办法赚回来！
2315,展抗疫风貌，塑英雄光芒 #抗疫  #钟南山  #正能量  #致敬英雄
2316,山东临沂：#监狱干警的抗疫故事，疫情期间封闭执勤，回家后孩子都不认识他了。#抗疫 @抖音小助手
2317,山东人也是一名上海三甲#护士，丰富的临床经验，虽在上海一线，只要国家需要，支援最前线。随时待命接受召唤#抗疫
2318,山东抗疫英雄凯旋，接受机场最高礼遇-过水门，接风洗尘！你们辛苦了！这是你们应得的荣誉！#抗疫 #护士 #回家
2319,山东疫情最新通报#抗疫 #山东疫情通报
2320,山东确诊一例新冠变异毒株感染者 #抗疫
2321,山河万古，我们从未忘记！#抗疫 #致敬英雄 @抖音小助手
2322,山河无恙 ，幸得有你，面对疫情，我们众志成城，北京 北京 北京，加油！#热门 #北京 #周澎 #西安 #抗疫
2323,山河无恙，人间皆安，待到春暖花开时，我们举杯言欢。#抗疫 #坚持#勇敢@抖音小助手
2324,山河无恙，寿世春归！#开学#捐赠 #抗疫
2325,山河无恙，感恩遇见，至平凡的的我们。#抗疫 #一起加油#抖音热门 #光遇 @DOU+小助手
2326,山西最后一名新冠患者康复出院，山西清零，明天插上小红旗🚩#抗疫
